id,type,domain,enabled,date_added,date_modified,comment
1,0,ipinfo.io,1,1598509010,1598509010,"Migrated from /etc/pihole/whitelist.txt"
4,0,samsungotn.net,1,1598509010,1598509010,"Migrated from /etc/pihole/whitelist.txt"
5,0,samsungcloudcdn.com,1,1598509010,1598509010,"Migrated from /etc/pihole/whitelist.txt"
6,0,isohunt2.net,1,1598509010,1598509010,"Migrated from /etc/pihole/whitelist.txt"
7,0,isohunt.nz,1,1598509010,1598509010,"Migrated from /etc/pihole/whitelist.txt"
8,2,samsungcloudsolution(.*),1,1604132257,1604132257,
9,0,tag.aticdn.net,1,1604133015,1604133015,"Added from Query Log"
